text,label
"['ashct', 'aw', 'dont', 'love', 'love', 'days', 'thanks', 'pic', 'p']",1
"['noodlebox', 'amanda', 'tonight']",1
"['unaavion', 'sorrry', 'im', 'like', 'different', 'things', 'kevin', 'jonas', 'girlfriend']",1
"['fuzeb', 'serious', 'singing', 'like', 'whoa', 'hehe', 'lsd', 'maybe', 'jk', 'lolol']",1
"['loving', 'life', 'loving']",1
"['apothecaryjeri', 'love', 'sicilians', 'best', 'damn', 'pizza', 'planet', 'says', 'i']",1
"['loves', 'chocolate', 'milk', 'gf', 'yeah']",1
"['going', 'sutter', 'creek', 'tomorrow', 'tour', 'old', 'mine']",1
"['bodycoach', 'ill', 'look', 'cho', 'personally', 'like', 'strawberry', 'im', 'going', 'become', 'coach', 'soon']",1
"['littlefish', 'guess', 'live', 'side', 'earth', 'east', 'mesa', 'losiento']",1
"['paulapaige', 'apart', 'sore', 'tryouts']",1
"['failed', 'physics', 'test', 'homo', 'keeen', 'holidays', 'days', 'go']",1
"['observed', 'update', 'look', 'alexa', 'website', 'httptinyurlcomcgzf', 'looks', 'great', 'seems', 'alexa', 'improving']",1
"['leiabox', 'tell', 'us', 'it', 'im', 'totally', 'geeking', 'right']",1
"['theragingocean', 'bonjour', 'spacecowboyi', 'wish', 'either', 'i', 'work', 'kids', 'go', 'whenever', 'want', 'go', 'wherever', 'want']",1
"['rebecca', 'goodnight']",1
"['brother', 'sick', 'lol', 'quite', 'weird']",1
"['drdrew', 'gives', 'hug', 'cookie', 'hope', 'feel', 'better']",1
"['jonathanrknight', 'hey', 'jon', 'real', 'hope', 'take', 'care', 'yourselfwe', 'want', 'get', 'rundown', 'hugs']",1
"['wrote', 'toilet', 'wall', 'correct', 'poor', 'spelling', 'highlighter', 'wash', 'off', 'hardcore']",1
"['good', 'tech', 'meeting', 'clubzone', 'dinner', 'sushi']",1
"['mattgalloway', 'thanks', 'hook', 'carlyrush', 'suggesting', 'bro', 'rock']",1
"['jeffswarens', 'depends', 'version', 'thought', 'one', 'know', 'go', 'like']",1
"['speakashley', 'hand', 'still', 'pretty', 'weak', 'cant', 'like', 'punch', 'anyone', 'yet', 'turn', 'knobs', 'doesnt', 'hurt', 'much']",1
"['honey', 'lurkers', 'interesting']",1
"['saravananp', 'mine', 'b', 'north', 'still', 'need', 'decide', 'aaru', 'hithavaru', 'ninage', 'ee', 'moovarolage', 'vote']",1
"['trstfndbby', 'um', 'bought', 'shit', 'koreans', 'oach', 'highest', 'quality', 'baby', 'paid', 'extra', 'get', 'real', 'tag', 'sewed']",1
"['eating', 'icecream', 'chocolate', 'topping']",1
"['iamdiddy', 'telling', 'me', 'finished', 'crunches', 'step', 'diddy', 'lets', 'go']",1
"['itsyvonne', 'daaang', 'know', 'possible', 'talk', 'long', 'whatd', 'guys', 'talk']",1
"['lauruy', 'west', 'mostly', 'san', 'jose', 'san', 'francisco']",1
"['nikki', 'working', 'ass', 'bike', 'trying', 'recover', 'knee', 'injury', 'good', 'her']",1
"['marymayblood', 'would', 'love', 'come', 'help', 'unpack', 'let', 'know', 'need', 'sat', 'afternoon']",1
"['shenagians', 'team', 'awesomelt']",1
"['listening', 'music', 'chillingill', 'probably', 'regret', 'getting', 'work', 'donebut', 'till', 'im', 'gonna', 'kick', 'back']",1
"['study', 'think', 'amp', 'grow', 'rich', 'wow', 'amazing', 'timeless', 'law', 'attraction', 'is', 'were', 'step', 'program']",1
"['bittenbybooks', 'oh', 'good', 'im', 'glad', 'feeling', 'better', 'ive', 'really', 'good', 'itll', 'crazy', 'week', 'though', 'good', 'way']",1
"['days', 'till', 'chris', 'comes', 'home', 'days', 'till', 'summer']",1
"['davidgideon', 'yeah', 'days', 'no', 'around', 'ish']",1
"['therealjspace', 'first', 'one', 'tell', 'tweet', 'drinking', 'lol']",1
"['itsanne', 'kay', 'thanks']",1
['goodnight'],1
"['determined', 'get', 'back', 'baseball', 'years', 'since', 'ive', 'really', 'watched', 'sport', 'anyone', 'interested', 'going', 'game']",1
"['beycah', 'good', 'becca', 'good', 'sleep']",1
"['missnappyboy', 'ur', 'home', 'where', 'ohhh', 'nkow', 'lexington', 'ky', 'rite', 'next']",1
"['seen', 'preview', 'movie', 'quotobsessedquot', 'w', 'beyonce', 'wow', 'one', 'crazy', 'broad', 'movie', 'amp', 'beyonce', 'seems', 'go', 'nuts', 'too']",1
"['easy', 'rider', 'till', 'fall', 'asleep']",1
"['miketomalaris', 'im', 'very', 'very', 'excited', 'live', 'broadcast', 'parisroubaix']",1
"['real', 'good', 'moment', 'missssssssss', 'much']",1
"['belliestobabies', 'two', 'too', 'know', 'people', 'survive', 'winter', 'without', 'jungle', 'gyms', 'home']",1
"['jaredleto', 'started', 'work', 'last', 'one', 'holidayholiday']",1
"['watchin', 'greek', 'knighty', 'knight']",1
"['working', 'media', 'room', 'design', 'love', 'love', 'love', 'client', 'profile']",1
"['greeks', 'pretty', 'lamehahaha', 'yay', 'get', 'stalk', 'sexy', 'ass']",1
"['lou', 'aww', 'thanks']",1
"['another', 'good', 'day', 'nitey', 'nite', 'everyone', 'first', 'day', 'school', 'tomorrow', 'ahh', 'im', 'kinda', 'nervous', 'yet', 'excitedtil', 'tomorrow']",1
"['thinking', 'planning']",1
"['good', 'enough', 'time', 'go', 'sleep', 'whatever', 'can', 'happier', 'tomorrow', 'heres', 'hopin', 'go', 'check', 'fb', 'store', 'now']",1
"['missvic', 'mean', 'things', 'im', 'old']",1
"['jimmyeatworld', 'listening', 'morning', 'httpwwwdeezercomtrack']",1
"['urbanthai', 'thank']",1
"['pamfr', 'thanks', 'pam', 'glad', 'enjoyed', 'it', 'yes', 'life', 'short', 'now', 'need', 'struggle', 'make', 'better', 'choices', 'every', 'day']",1
"['jonathanrknight', 'hmm', 'lot', 'say', 'tonight', 'thats', 'great', 'course', 'late', 'reading', 'it', 'haha']",1
"['guykawasaki', 'congrats', 'followers', 'wow', 'almost', 'times']",1
"['larrycarroll', 'going', 'getting', 'nm', 'updates', 'time', 'around', 'im', 'really', 'screaming', 'wondering', 'thanks']",1
"['suitelifeofkell', 'thats', 'freakin', 'cooool', 'love', 'twitter', 'haha']",1
"['irenda', 'maybe', 'theres', 'nothing', 'wrong', 'caring', 'try', 'care', 'much']",1
"['brissa', 'even', 'know', 'twitter', 'lauren']",1
"['jbrotherlove', 'thought', 'great', 'love', 'story']",1
"['enbaldarlingg', 'no', 'thats', 'mirror', 'looking', 'in']",1
"['amandahesser', 'thanks', 'done', 'without']",1
"['wow', 'neat', 'thanks', 'god', 'overitnowlt', 'apologize', 'sharing', 'spiritual', 'moment', 'general', 'public', 'twitter']",1
"['days', 'leave', 'ontario']",1
"['spoke', 'fam', 'japan', 'via', 'skype', 'love', 'see', 'little', 'moold', 'nephew', 'growing']",1
"['lissym', 'ahh', 'saw', 'written', 'tell', 'someones', 'spoken', 'you', 'sucks', 'mcfly', 'got', 'haha', 'loser']",1
"['kacimaureen', 'holy', 'laundry', 'woman']",1
"['iamdiddy', 'hate', 'too', 'got', 'back', 'trainer', 'go']",1
"['markhoppus', 'lol', 'youï', '½re', 'fucking', 'funny']",1
"['working', 'setting', 'ipod', 'touch', 'today', 'officially', 'mine']",1
"['nikhilnarayanan', 'saw', 'tvc', 'yesterday', 'worked']",1
"['jon', 'could', 'totally', 'say', 'mannies', 'peddies', 'would', 'shut', 'fat', 'face', 'it']",1
"['magopus', 'hahaha', 'well', 'ever', 'run', 'ideas', 'im', 'nominating', 'come', 'good', 'ones']",1
"['friend', 'feels', 'like', 'beer', 'monday', 'night', 'thats', 'never', 'good', 'beer', 'always', 'good', 'always']",1
"['hopeinhell', 'one', 'usually', 'follows', 'other', 'no']",1
"['special', 'thanks', 'special']",1
"['good', 'luck', 'lauren', 'rest', 'cast', 'tbs', 'cant', 'wait', 'something', 'leak']",1
"['shoot', 'moon', 'even', 'miss', 'land', 'among', 'stars']",1
"['johnhays', 'hmm', 'agree', 'entirely', 'creative', 'amp', 'vibrant', 'night', 'reasonbut', 'need', 'sleep']",1
"['izzakizza', 'nada', 'tryna', 'holla', 'holla', 'hows', 'mixtape', 'coming', 'up']",1
"['aussieali', 'yep', 'makes', 'much', 'easier', 'get', 'points', 'across']",1
"['snarkattack', 'freezerworthy', 'amoir', 'already', 'given', 'scholarly', 'attention', 'suppose', 'another', 'set', 'eyes', 'could', 'hurt', 'not']",1
"['httptwitpiccomyjf', 'cupcakes']",1
"['purrplexa', 'wonderful', 'thing', 'im', 'favor', 'using', 'entire', 'english', 'language', 'shit', 'use', 'expletives', 'too', 'think']",1
"['mynameisgerard', 'haha', 'im', 'saying', 'u', 'try', 'it', 'maybe', 'u']",1
"['back', 'school', 'long', 'walk', 'flippin', 'cold', 'outside', 'days', 'ago', 'sunny', 'next', 'day', 'raining', 'today', 'snowing']",1
"['sisterpatterson', 'ate', 'raw', 'cookie', 'dough', 'tub', 'bed', 'must', 'kindred', 'spirits']",1
"['jonathanrknight', 'agreed', 'internet', 'random', 'like', 'random', 'watched', 'dirty', 'dancing', 'great', 'movie', 'thought', 'song', 'nighty', 'night']",1
"['blooms', 'use', 'tweetdeck', 'update', 'facebook', 'twitter', 'time']",1
"['firestoned', 'dude', 'stars', 'always', 'awesome', 'surprised', 'see', 'tweeting']",1
"['nsastrasasmita', 'k', 'ill', 'try', 'figure', 'out', 'im', 'gonna', 'go', 'bed', 'night', 'night']",1
"['amazing', 'night', 'llama', 'malcolm', 'meganltfuck', 'theatre']",1
"['kayotae', 'martini', 'myself']",1
"['city', 'day', 'soo', 'happy', 'home', 'school', 'morning']",1
"['spring', 'break', 'watching', 'moviess', 'day', 'everyday', 'week']",1
"['pushplaynick', 'quotgrandpa', 'wants', 'ice', 'chest', 'beefquot', 'george', 'lopez', 'rulesss']",1
"['katieporrello', 'thank', 'katie', 'heading', 'club', 'speak', 'stellar', 'night', 'well', 'take', 'easy', 'homey']",1
"['httpwwwyoutubecomwatchvclepjsras', 'flowers', 'gone', 'peter', 'paul', 'amp', 'mary', 'fav', 'def']",1
"['shhhhhhhhhhtime', 'watch', 'hills']",1
"['since', 'posting', 'new', 'photos', 'website', 'kids', 'hit', 'count', 'went', 'upway', 'way', 'way', 'up', 'love', 'china', 'views', 'alone']",1
"['jonathanrknight', 'oh', 'real', 'jon', 'r', 'excited', 'u', 'guys', 'came', 'back', 'us', 'appreciate', 'put', 'there']",1
"['lonelybob', 'thank', 'you', 'home', 'pretty', 'much', 'everywhere', 'provided', 'broadband', 'kiddin']",1
"['callin', 'night', 'always', 'best', 'sleep', 'good', 'workout']",1
"['infinitarchitek', 'feels', 'pretty', 'good', 'it']",1
"['stee', 'go', 'hash', 'bash', 'anyway']",1
"['loltothepower', 'correction', 'got', 'badass', 'fringe']",1
"['procoder', 'hmmm', 'sure', 'sure', 'r', 'u', 'upto', 'hows', 'day', 'u']",1
"['ninasplayground', 'agree', 'kids', 'got', 'quotwho', 'iquot', 'christmas', 'bn', 'fun', 'caught', 'yrold', 'cheating', 'looking', 'reflection', 'tv']",1
"['hair', 'blue']",1
"['wendybowser', 'thank', 'kind', 'words', 'appreciate', 'it', 'great', 'night']",1
"['stressing', 'math', 'testuhhh', 'days', 'till', 'spring', 'break']",1
"['mintcool', 'uh', 'really', 'need', 'other', 'plus', 'designated', 'driver', 'pch']",1
"['empressyen', 'whatcha', 'chucklin', 'bout', 'msyen']",1
"['ijustine', 'gym', 'awesome', 'place', 'work']",1
"['augustography', 'hmmm', 'think', 'need', 'get', 'climbing', 'hills', 'really', 'sining']",1
"['unc', 'game']",1
"['really', 'tired', 'going', 'prepare', 'bed', 'gnight']",1
"['keyannaaa', 'new', 'story', 'life', 'include', 'magic', 'fountain']",1
"['im', 'getting', 'nervous', 'trip', 'tomorrow', 'may', 'little', 'boring', 'haha', 'oh', 'well', 'always', 'trusty', 'ipod', 'books', 'course', 'lol']",1
"['going', 'bed', 'maybe', 'ill', 'that', 'im', 'thinking', 'ill', 'put', 'anastasia', 'laptop', 'fall', 'asleep']",1
"['ijustine', 'httptwitpiccomff', 'love', 'ur', 'top']",1
"['still', 'buzzing', 'sietar', 'thanks', 'pattidigh', 'pushing', 'old', 'boundaries', 'boy', 'someone', 'could', 'make', 'money', 'twitter', 'manual']",1
"['yoshigi', 'terrible', 'back', 'neck', 'aches', 'too', 'get', 'good', 'chair', 'help', 'waiting', 'quotswopperquot', 'arrive']",1
"['juneaurock', 'hellz', 'yeah', 'definitely', 'downloading', 'thanks']",1
"['httptwitpiccomyjz', 'stinkin', 'cute']",1
"['lyndeeezy', 'hahah', 'yet', 'soon', 'soon']",1
"['happy', 'new', 'blog', 'design', 'nice', 'see', 'recent', 'post', 'popular', 'posts', 'listed', 'together', 'looks', 'great']",1
"['michaelgrainger', 'much', 'common', 'friend']",1
"['benmayer', 'better', 'be', 'wanna', 'come', 'find', 'u', 'save', 'dog', 'would', 'im', 'animals', 'call', 'twit', 'police']",1
"['klaris', 'nilagyan', 'mo', 'ng', 'knorr', 'seasoning', 'mix', 'ulit', 'ung', 'pancakes', 'mo', 'hehehe', 'teka', 'heaven', 'eggs', 'ba', 'to']",1
"['westneyrhindxx', 'hello', 'westney', 'x']",1
"['whereiskevinn', 'well', 'night', 'seems', 'pretty', 'boring', 'comparison', 'strokes', 'experienced', 'tonight']",1
"['jephjacques', 'love', 'way', 'draw', 'giraffe', 'eyelashes']",1
"['switchitnow', 'ahhh', 'shiner', 'bock', 'austin', 'yes', 'thanks', 'twitter', 'reply', 'relive']",1
"['holytshirt', 'glad', 'read', 'it']",1
"['spent', 'evening', 'outside', 'beautiful', 'warm', 'weather', 'finally', 'feels', 'like', 'spring']",1
"['pullin', 'nighter', 'wit', 'bffl', 'madison']",1
"['attractmode', 'thanks', 'putting', 'great', 'event', 'cant', 'wait', 'inevitable', 'sequels']",1
"['know', 'still', 'find', 'hilarious', 'hearing', 'like', 'times', 'row', 'doooo', 'httpblipfmxok']",1
['thenub'],1
"['jimmycarr', 'big', 'oaf', 'play', 'piano']",1
"['bryon', 'tea', 'bitch']",1
"['mattbraga', 'oh', 'stay', 'hand']",1
"['gonna', 'help', 'mom', 'get', 'twitter']",1
"['lavsmohan', 'yup', 'saw', 'entire', 'matchreached', 'office', 'late']",1
"['going', 'bed', 'bb', 'working', 'amp', 'im', 'bored', 'night', 'all', 'love', 'harder', 'tomorrow', 'today', 'peace', 'prayers', 'amp', 'blessings']",1
"['deejayboogie', 'ya', 'trying', 'beat', 'traffic', 'ya', 'hope', 'back', 'soon']",1
"['india', 'wins', 'test', 'series', 'new', 'zealand', 'years', 'wasnt', 'rain', 'final', 'day', 'india', 'would', 'third', 'test']",1
"['ashvala', 'driving', 'old', 'madras', 'road', 'bike', 'concept', 'called', 'parking', 'side']",1
"['upstatement', 'apply', 'class', 'too']",1
"['reading', 'manga', 'httpplurkcompmzpe']",1
"['bradmantv', 'thanksit', 'seemed', 'right', 'moment', 'love', 'show', 'songs', 'bring', 'joy']",1
"['adrimane', 'roflmao', 'niqqa', 'please', 'ackin', 'fool', 'now']",1
"['comeagainjen', 'httptwitpiccomylx', 'httpwwwyoutubecomwatchvzogfqvhme']",1
"['vjl', 'also', 'website', 'seems', 'down', 'fyi', 'pity', 'wanted', 'check', 'sure', 'knew', 'though']",1
"['lindznicole', 'lets', 'make', 'right']",1
"['lexi', 'we', 'went', 'professional', 'october', 'weve', 'update', 'websites', 'anything', 'yesterday']",1
"['rhondabrown', 'thanks', 'tip', 'sams', 'club']",1
"['kourtneykardash', 'yep', 'mornings', 'best', 'nighttime', 'chill', 'time']",1
"['pocketfulofme', 'yay', 'hehe', 'twins']",1
"['jolilore', 'thank']",1
"['quotcity', 'emberquot', 'awesome', 'finish', 'book', 'read', 'next', 'one', 'ones', 'now', 'time', 'bed', 'possibly', 'knows', 'really', 'xd']",1
"['omg', 'would', 'died', 'actually', 'no', 'take', 'backi', 'keep', 'updated', 'version', 'xdrive', 'good']",1
"['trugiaz', 'mate']",1
"['watched', 'movie', 'wanted', 'pretty', 'darn', 'good']",1
"['got', 'home', 'neils', 'watched', 'nick', 'amp', 'noras', 'playlist', 'pretty', 'funny']",1
"['theexclamation', 'ah', 'yes', 'twitter', 'seems', 'perfect', 'venue', 'whining', 'wasting', 'time', 'thats', 'idea', 'fun']",1
"['donniewahlberg', 'hell', 'yeah', 'theres', 'effin', 'man']",1
"['roshnimo', 'dont', 'lazytry', 'out', 'tools', 'make', 'life', 'easy', 'lazy', 'people']",1
"['aiduong', 'oh', 'goodness', 'know', 'could', 'message', 'friends', 'here', 'hello', 'ai']",1
"['thinks', 'everyone', 'needs', 'go', 'buy', 'tina', 'parols', 'song', 'whos', 'got', 'money', 'itunes', 'now']",1
"['cant', 'wait', 'vegas']",1
"['thedebbyryan', 'hey', 'debby']",1
"['one', 'sixty', 'six', 'bowling', 'holy', 'shit', 'lol']",1
"['dear', 'dbq', 'pain', 'asssss', 'im', 'glad', 'im', 'done', 'you']",1
"['bed', 'amazing', 'night', 'chatting', 'pretty', 'amazing', 'guy', 'know', 'are']",1
"['lhawthorn', 'coincidence', 'stalking', 'twitter', 'feed', 'gsoc', 'news', 'im', 'great', 'thanks', 'you']",1
"['discovered', 'loves', 'easter', 'crafts', 'eggs', 'hot', 'cross', 'buns', 'feel', 'like', 'watching', 'prince', 'egypt', 'aid', 'easter', 'meditations']",1
"['get', 'nap', 'before', 'thinking', 'really', 'need', 'one', 'now', 'back', 'later', 'twitterpeeps']",1
"['trying', 'figure', 'way', 'pay', 'forward']",1
"['oh', 'oh', 'oh', 'gonna', 'go', 'buy', 'twilight', 'dvd', 'today', 'extend', 'overdraft', 'nd', 'time', 'many', 'weeks', 'may', 'aswell']",1
"['first', 'twitter', 'awww']",1
"['simonbotes', 'glad', 'like']",1
"['lightblue', 'woo', 'regret', 'it']",1
"['theaptour', 'thanks', 'much']",1
"['please', 'httpelutscomfrontstoreitemitemzoomaspitemnumampcatalognumampmartidlutsdollamplevelyesampmothercatalognum']",1
"['sjs', 'haha', 'saw', 'one', 'day', 'sad', 'im', 'entirely', 'addicted', 'site', 'now', 'endless', 'laughs']",1
"['lolly', 'nuts', 'thanks', 'dying', 'heah']",1
"['markhoppus', 'hey', 'mark', 'want', 'know', 'song', 'quotlifes', 'boringquot', 'really', 'blink', 'please', 'tell', 'doubt', 'head', 'years']",1
"['kellynva', 'jordan', 'think', 'hes', 'got', 'it']",1
"['running', 'london', 'calling']",1
"['day', 'loved', 'it', 'sun', 'food', 'girls', 'cannot', 'beaten', 'eyyy', 'bused', 'home', 'tooo', 'hahaa', 'ace', 'time', 'darl', 'xxxx']",1
"['got', 'home', 'school', 'meant', 'getting', 'hair', 'cut', 'cbf', 'lol', 'dancing', 'soon']",1
"['sleeeeeeeeeep', 'interview', 'tomorrow', 'wish', 'luck']",1
"['awwh', 'babs', 'look', 'sad', 'underneith', 'shop', 'entrance', 'quotyesterdays', 'musikquot', 'o', 'like', 'look', 'new', 'transformer', 'movie']",1
"['lauredhel', 'friended', 'lj']",1
"['eating', 'ice', 'cream', 'reduce', 'heat']",1
"['wow', 'san', 'diego', 'beautiful', 'even', 'whats', 'good', 'game', 'without', 'good', 'fight']",1
"['epistemographer', 'digitalhumanist', 'disciplinary', 'phd', 'supportstructure', 'new', 'media', 'program', 'like', 'sounds', 'heavenly']",1
"['must', 'sleep', 'big', 'day', 'tomorrow', 'two', 'tests', 'class', 'registration', 'next', 'sem', 'ahh', 'goodnight', 'twitterers']",1
"['clairebrewer', 'ive', 'seen', 'one', 'aisles', 'borders', 'oxford', 'theyre', 'well', 'tragic']",1
"['thornbek', 'erin', 'esurance', 'hot', 'carry']",1
"['boobookittifukk', 'yet', 'beleive', 'red', 'carpet', 'sighting', 'hope']",1
"['cars', 'fast', 'furious', 'get', 'excited']",1
"['comeagainjen', 'jennifer']",1
"['betzitall', 'walle', 'great', 'battle', 'stress', 'yay', 'staying', 'night', 'homework', 'together']",1
"['since', 'watched', 'cosby', 'show', 'forgot', 'funny', 'cant', 'sleep', 'though', 'grrrrr']",1
"['landrew', 'hehe', 'thanks', 'going', 'incendiary', 'headline', 'time']",1
"['honeytech', 'happy', 'morning']",1
"['sashakane', 'um', 'kids', 'get', 'am', 'amp', 'need', 'breakfasts', 'cooked', 'ready']",1
"['saad', 'late', 'right', 'time']",1
"['myk', 'thanks', 'buddy', 'high', 'fives', 'hehe']",1
"['sytycda', 'could', 'agree', 'morethe', 'unisonamp', 'committment', 'incredibleconsidering', 'pressure', 'r', 'made', 'amazing']",1
"['cityrat', 'lol', 'counted', 'times', 'yeah', 'drag', 'todaywasnt', 'sure', 'tweets', 'going', 'out', 'seems', 'behave', 'though']",1
"['comeagainjen', 'httptwitpiccomylx', 'cooler', 'wants', 'babiiesss', 'oo', 'hahahaha']",1
"['reesh', 'heyyyyyy', 'want', 'hook', 'up', 'lol']",1
"['saddle', 'ranch', 'comedy', 'night', 'back', 'boys', 'house']",1
"['today', 'performed', 'first', 'last', 'time', 'grebel', 'talent', 'show', 'exams', 'left', 'undergrad']",1
"['xshortylifex', 'white']",1
"['thesouthernstar', 'haha', 'sarapan', 'aja', 'belum', 'kok', 'udah', 'disamperin', 'sama', 'client', 'di', 'rumah']",1
"['jonathanrknight', 'embrace', 'simple', 'life', 'simple', 'things', 'like', 'new', 'kids', 'reunion', 'makes', 'extremely', 'happy', 'girl']",1
"['lapcat', 'need', 'send', 'em', 'accountant', 'tomorrow', 'oddly', 'even', 'referring', 'taxes', 'supporting', 'evidence', 'though']",1
"['mmcallen', 'sigh', 'wish', 'could', 'gmic', 'meeting', 'san', 'diego', 'spoke', 'johanna', 'already', 'said', 'great']",1
"['wonderful', 'portland', 'evening', 'thanks', 'carrie']",1
"['morning', 'sleep', 'yay']",1
"['headed', 'walmart', 'boxes', 'uber', 'excited']",1
"['axisportals', 'scowls', 'lot', 'temporary', 'adulthood']",1
"['im', 'melting', 'sighs', 'serendipity', 'sweet', 'sweet', 'movie', 'love', 'it']",1
"['jonathanrknight', 'wake', 'ah', 'jon', 'tweet', 'best', 'start', 'day', 'thx', 'jon', 'love']",1
"['got', 'inspiration', 'gt', 'dyeing', 'hair']",1
"['created', 'accountlooking', 'around']",1
"['amyg', 'im', 'gunnna', 'things']",1
